294910.002,9905070.074,203.74,315
295120,9905110.068,245.96,316
295329.998,9905150.071,288.05,317
295500.005,9905190.073,260.63,318
295720.001,9905230.063,240.19,319
295920.002,9905270.067,238.45,320
296110.002,9905300.066,266.9,321
296300.004,9905340.062,278.83,322
296520.003,9905390.068,303.86,323
296720.002,9905425.061,290.84,324
296910,9905450.071,273.54,325
297100.005,9905500.061,275.44,326
297300.002,9905525.067,277.44,327
297500,9905560.07,276.28,328
297630.005,9905600.067,274.28,329
292550.001,9902900.077,152.83,401
292739.996,9902970.073,155.98,402
292940.001,9903050.075,154.21,403
293120.005,9903100.067,151.96,404
293320.004,9903200.073,154.35,405
293509.999,9903270.067,155.62,406
293699.996,9903350.069,155.3,407
293870.002,9903400.073,152.88,408
294060.002,9903490.071,151.21,409
294260.004,9903550.075,153.57,410
294449.999,9903620.067,156.23,411
294630,9903700.068,147.9,412
294824.997,9903780.066,147.46,413
295020.003,9903850.066,145.2,414
295200.001,9903920.069,151.35,415
295399.997,9904000.064,151.77,416
295600.005,9904080.07,148.06,417
295800.005,9904130.073,151.94,418
295959.998,9904200.068,160.72,419
296159.995,9904280.072,179.38,420
296350.003,9904350.069,177.96,421
296520.002,9904410.064,177.9,422
296720.002,9904500.063,182.9,423
296909.996,9904560.062,190.66,424
297090.005,9904620.064,195.51,425
297289.997,9904680.071,201.2,426
297470,9904760.065,210.83,427
297650,9904830.062,234.13,428
297850.004,9904890.068,251.01,429
298050.002,9904970.066,287.52,430
298220.005,9905040.065,292.31,431
298419.998,9905100.068,302.82,432
298620.005,9905170.069,305.79,433
298799.998,9905250.06,296.58,434
292660.001,9901150.07,149.52,501
292840.001,9901200.075,151.4,502
293020.003,9901260.077,152.9,503
293239.997,9901330.068,152.59,504
293439.996,9901400.073,153.6,505
293624.999,9901470.07,152.83,506
293780.001,9901500.073,176.57,507
293989.998,9901620.071,162.99,508
294170.003,9901690.067,169.34,509
294350.001,9901780.068,158.24,510
294519.997,9901850.066,161.89,511
294710.004,9901940.075,165.09,512
294900.003,9902040.069,152.04,513
295090.002,9902140.074,152.06,514
295239.995,9902220.071,151.82,515
295420.003,9902300.072,154.2,516
295610.001,9902390.067,149.55,517
295789.996,9902460.07,145.43,518
295959.998,9902550.069,146.22,519
296099.997,9902640.063,154.65,520
296324.998,9902730.07,171.03,521
296499.995,9902800.062,190.16,522
296699.998,9902920.064,197.77,523
296860.003,9902960.068,200.75,524
297060.002,9903060.064,212.54,525
297230.001,9903130.066,216.49,526
297430.003,9903200.071,204.77,527
297619.998,9903270.067,205.05,528
297799.994,9903340.065,211.82,529
297990.003,9903420.068,208.3,530
298159.999,9903480.059,215.38,531
298350.002,9903540.068,230.53,532
298549.998,9903620.066,272.86,533
298740.001,9903680.062,290.59,534
298939.996,9903760.06,328.45,535
299120.004,9903825.067,328.18,536
299319.995,9903890.068,317.94,537
299500.004,9903960.062,307.14,538
299700.003,9904010.067,304.05,539
299889.998,9904080.057,304.02,540
300100,9904150.063,325.23,541
300299.999,9904200.067,321.42,542
300489.998,9904280.063,314.93,543
300659.996,9904340.06,312.87,544
300859.998,9904400.059,294.96,545
301040.002,9904450.055,280.9,546
301219.996,9904540.06,280.29,547
301425.002,9904580.062,275.85,548
301619.997,9904650.057,311.06,549
301800.002,9904700.063,315.55,550
301989.999,9904770.059,312.61,551
293410,9900700.077,175.61,602
293619.997,9900725.072,184.77,603
293819.996,9900750.068,200.23,604
294020.005,9900770.076,212.77,605
294249.998,9900800.075,208.93,606
294439.998,9900820.073,213.72,607
294620.001,9900840.073,214.74,608
294810.003,9900870.068,215.84,609
295039.998,9900915.07,234.59,610
295230.002,9900950.074,232.16,611
295420.002,9900970.07,251.14,612
295649.998,9901020.069,250.44,613
295889.999,9901100.068,216.01,614
296059.997,9901180.071,201.3,615
296259.995,9901250.069,178.54,616
296440.003,9901340.066,179.19,617
296625.003,9901400.07,183.94,618
296819.995,9901480.065,186.91,619
297000.004,9901570.071,185.74,620
297170.005,9901620.069,214.8,621
297369.996,9901700.062,232.34,622
297549.998,9901760.065,219.11,623
297740.005,9901850.066,205.14,624
297919.999,9901920.065,205.14,625
298099.995,9902000.06,225.39,626
298289.997,9902070.067,236.75,627
298460.005,9902140.067,263.72,628
298669.996,9902225.062,280.27,629
298850.002,9902300.068,282.67,630
299050,9902360.062,280.65,631
299250.003,9902440.06,284.49,632
299399.995,9902510.063,288.89,633
299600.001,9902600.068,285.95,634
299799.996,9902650.063,280.23,635
299999.995,9902750.064,273.8,636
300149.998,9902820.065,264.09,637
300350.003,9902900.06,260.23,638
300529.998,9902970.064,256.95,639
300699.997,9903040.058,255.12,640
300900.001,9903120.063,249.32,641
301080.001,9903200.061,236.42,642
301260.005,9903260.066,222,643
301460.002,9903350.065,217.22,644
301649.996,9903420.063,220.58,645
301840.004,9903500.057,217,646
302020.004,9903580.064,235.01,647
302200.001,9903650.063,292.7,648
302400.004,9903720.055,294.44,649
302580.005,9903800.061,297.22,650
302740.004,9903860.057,298.1,651
302929.999,9903930.062,299.08,652
295024.996,9898480.072,253.09,700
295200.001,9898580.072,264.3,701
295349.996,9898750.066,294.31,702
295500.003,9898920.071,317.67,703
295650.001,9899050.066,323.62,704
295820.003,9899120.074,327.35,705
295999.997,9899120.068,326.05,706
296189.996,9899060.066,339.42,707
296390.003,9899000.063,332.91,708
296570.001,9898970.065,312.42,709
296720.004,9899070.066,288.61,710
296800.004,9899170.072,272,711
296990.002,9899340.064,252.84,712
297139.999,9899500.068,241.27,713
297280,9899620.063,232.86,714
297400,9899760.069,236.66,715
297540.004,9899890.061,242.55,716
297579.997,9900040.07,247.49,717
297579.996,9900170.062,253.38,718
297750.005,9900125.068,256.76,719
297780.004,9900200.071,266.56,720
297814.996,9900380.06,286.23,721
297959.995,9900490.067,281.55,722
298119.995,9900620.064,272.52,723
298289.997,9900720.067,266.82,724
298460.001,9900830.066,266.01,725
298619.997,9900940.068,272.37,726
298790.003,9901010.068,272.34,727
298980.003,9901080.063,268.26,728
299159.994,9901150.059,266.87,729
299349.996,9901225.063,260.18,730
299539.995,9901290.068,261.15,731
299720.004,9901380.057,258.77,732
299919.999,9901440.061,256.49,733
300089.994,9901510.058,253.56,734
300279.995,9901580.061,242.39,735
300490.002,9901650.057,239.61,736
300669.999,9901735.056,214.36,737
300850.002,9901800.061,205.37,738
301030.003,9901860.057,200.06,739
301229.997,9901950.058,198.48,740
301420.003,9902035.063,192.59,741
301570.004,9902100.064,197.22,742
301800.001,9902190.055,207.31,743
301970.002,9902275.065,227.05,744
302160.003,9902340.064,278.61,745
302349.998,9902420.057,291.17,746
302540.004,9902500.061,287.48,747
302719.998,9902570.06,279.88,748
302940,9902660.061,289.2,749
298220.001,9896300.065,265.99,800
298220.002,9896535.068,275.25,801
298139.995,9896725.07,295.88,802
298080.004,9896915.068,313.44,803
298000.002,9897080.067,319.94,804
297919.998,9897280.067,316.07,805
297879.995,9897450.066,321.4,806
297800.005,9897620.064,317.73,807
297740.005,9897820.07,303.44,808
297679.995,9898070.071,291.37,809
297740.001,9898260.064,287.27,810
297800,9898420.065,288.99,811
297950.004,9898530.062,293.7,812
298140.003,9898660.063,295.45,813
298180.001,9898880.061,293.48,814
298350.002,9899035.07,291.29,815
298500.005,9899175.066,285.29,816
298610,9899280.061,295.27,817
298769.997,9899450.066,327.67,818
298900.004,9899580.069,358.7,819
299049.998,9899720.063,346.77,820
299249.994,9899800.064,326.7,821
299440.003,9899870.058,320.96,822
299619.994,9899950.063,313.39,823
299820.003,9900030.062,290.53,824
300000.001,9900090.061,287.66,825
300179.998,9900150.06,285.44,826
300360.005,9900200.061,276.08,827
300549.997,9900250.059,264.99,828
300739.995,9900320.062,252.47,829
300939.998,9900380.064,245.9,830
301120,9900450.057,239.22,831
301320,9900500.062,227.87,832
301499.999,9900560.057,215.85,833
301689.994,9900620.061,219.64,834
301880.001,9900680.063,250.7,835
302099.998,9900700.059,296.15,836
302310.004,9900700.064,313.25,837
302499.997,9900680.06,307.44,838
302660.002,9900670.06,290.86,839
302860.004,9900650.063,283.91,840
299540,9898680.065,378.44,900
299739.998,9898730.064,368.29,901
299930.003,9898800.058,347.61,902
300120.004,9898850.059,333.19,903
300334.996,9898900.064,321.62,904
300529.995,9898950.062,311.93,905
300719.999,9899010.058,311.54,906
300934.995,9899070.057,309.51,907
301120,9899130.064,297.27,908
301319.994,9899170.063,285.28,909
301519.995,9899230.065,267.41,910
301719.996,9899290.055,282.6,911
301900.002,9899350.062,299.09,912
302090,9899390.061,295.63,913
302290.001,9899450.061,291.24,914
